record_id,hospital_name,ward,supplier_name,category,item_name,received_date,expiry_date,shelf_life_days,days_until_expiry,is_expired,qty_received,qty_remaining,unit_cost_usd,waste_value_usd,procurement_month
REC02747,Sunrise Clinic,Oncology,GlobalMed Imports,Surgical Supply,Wound Dressing Pack,2024-07-17,2027-04-07,994,675,False,53,6,251.46,0.0,2024-07
REC02748,City General Hospital,Emergency,MedLine Supplies Co.,IV Fluid,Ringer Lactate 1L,2024-10-12,2025-12-06,420,188,False,312,62,99.7,0.0,2024-10
REC02749,North Medical Center,Oncology,CarePlus Distributors,Pharmaceutical,Insulin Glargine,2025-03-09,2026-12-27,658,574,False,163,43,334.95,0.0,2025-03
REC02750,Valley Care Hospital,ICU,CarePlus Distributors,IV Fluid,Dextrose 5% 1L,2024-05-19,2025-04-09,325,-53,True,281,39,255.02,9945.78,2024-05
REC02751,City General Hospital,Pharmacy Store,CarePlus Distributors,IV Fluid,Normal Saline 500ml,2025-04-03,2026-03-03,334,275,False,315,55,179.86,0.0,2025-04
REC02752,Metro Health Hub,Orthopedics,GlobalMed Imports,Surgical Supply,Suture Kit 3-0,2024-10-23,2026-08-30,676,455,False,371,88,90.97,0.0,2024-10
REC02753,Metro Health Hub,ICU,CarePlus Distributors,PPE,Face Shield,2024-07-04,2025-08-02,394,62,False,452,5,270.76,0.0,2024-07
REC02754,Metro Health Hub,Cardiology,NovaMed Solutions,Diagnostic Kit,Urine Dipstick,2024-06-30,2025-02-21,236,-100,True,467,36,322.81,11621.16,2024-06
REC02755,Sunrise Clinic,Emergency,NovaMed Solutions,Diagnostic Kit,Urine Dipstick,2024-09-12,2025-04-09,209,-53,True,443,75,397.28,29796.0,2024-09
REC02756,Sunrise Clinic,Pharmacy Store,CarePlus Distributors,PPE,N95 Mask,2024-06-19,2025-08-02,409,62,False,333,24,200.52,0.0,2024-06
REC02757,Sunrise Clinic,ICU,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2024-07-23,2025-05-20,301,-12,True,190,36,367.34,13224.24,2024-07
REC02758,North Medical Center,ICU,NovaMed Solutions,IV Fluid,Ringer Lactate 1L,2024-07-10,2025-07-27,382,56,False,432,82,28.35,0.0,2024-07
REC02759,Sunrise Clinic,Oncology,NovaMed Solutions,PPE,Disposable Gown,2024-12-30,2026-04-22,478,325,False,202,49,394.0,0.0,2024-12
REC02760,Valley Care Hospital,Cardiology,MedLine Supplies Co.,IV Fluid,Ringer Lactate 1L,2025-02-21,2026-08-06,531,431,False,249,4,370.59,0.0,2025-02
REC02761,City General Hospital,Oncology,NovaMed Solutions,Pharmaceutical,Paracetamol 500mg,2024-08-16,2025-03-30,226,-63,True,368,42,173.34,7280.28,2024-08
REC02762,City General Hospital,Cardiology,MedLine Supplies Co.,Pharmaceutical,Metformin 850mg,2024-09-20,2026-05-05,592,338,False,270,74,57.33,0.0,2024-09
REC02763,Valley Care Hospital,General Ward,CarePlus Distributors,Surgical Supply,Suture Kit 3-0,2025-03-24,2026-05-08,410,341,False,257,40,440.62,0.0,2025-03
REC02764,North Medical Center,Oncology,PharmaDirect Ltd.,PPE,N95 Mask,2024-06-30,2025-12-07,525,189,False,316,77,101.67,0.0,2024-06
REC02765,City General Hospital,Emergency,NovaMed Solutions,PPE,Disposable Gown,2024-05-22,2026-02-09,628,253,False,210,40,337.77,0.0,2024-05
REC02766,Metro Health Hub,ICU,NovaMed Solutions,Diagnostic Kit,Pregnancy Test Kit,2025-02-13,2025-07-07,144,36,False,144,18,365.26,0.0,2025-02
REC02767,City General Hospital,Emergency,CarePlus Distributors,Pharmaceutical,Amlodipine 5mg,2024-08-09,2025-04-02,236,-60,True,361,77,347.4,26749.8,2024-08
REC02768,Metro Health Hub,ICU,NovaMed Solutions,Diagnostic Kit,COVID Rapid Test,2024-11-21,2025-04-08,138,-54,True,163,78,186.77,14568.06,2024-11
REC02769,Valley Care Hospital,General Ward,PharmaDirect Ltd.,IV Fluid,Mannitol 20%,2025-04-13,2025-10-15,185,136,False,209,39,426.69,0.0,2025-04
REC02770,Valley Care Hospital,Emergency,PharmaDirect Ltd.,Surgical Supply,Wound Dressing Pack,2024-05-21,2025-06-07,382,6,False,357,118,39.97,4716.46,2024-05
REC02771,Sunrise Clinic,ICU,MedLine Supplies Co.,Surgical Supply,Surgical Gloves L,2024-04-27,2026-02-07,651,251,False,71,18,392.51,0.0,2024-04
REC02772,Metro Health Hub,Oncology,NovaMed Solutions,Surgical Supply,Scalpel Blade 22,2024-06-10,2026-10-05,847,491,False,334,44,174.95,0.0,2024-06
REC02773,City General Hospital,Cardiology,NovaMed Solutions,Pharmaceutical,Omeprazole 20mg,2024-10-30,2025-08-14,288,74,False,419,4,293.23,0.0,2024-10
REC02774,City General Hospital,Orthopedics,MedLine Supplies Co.,Diagnostic Kit,COVID Rapid Test,2024-10-15,2025-03-01,137,-92,True,110,75,195.65,14673.75,2024-10
REC02775,North Medical Center,Oncology,GlobalMed Imports,Pharmaceutical,Insulin Glargine,2024-05-14,2025-03-24,314,-69,True,482,33,90.06,2971.98,2024-05
REC02776,Sunrise Clinic,Orthopedics,CarePlus Distributors,PPE,Disposable Gown,2024-07-29,2025-11-19,478,171,False,108,18,367.66,0.0,2024-07
REC02777,Sunrise Clinic,Oncology,MedLine Supplies Co.,PPE,N95 Mask,2025-05-12,2026-12-05,572,552,False,490,140,24.16,0.0,2025-05
REC02778,Sunrise Clinic,General Ward,MedLine Supplies Co.,Diagnostic Kit,Blood Glucose Strip,2025-04-07,2025-07-31,115,60,False,53,3,183.71,0.0,2025-04
REC02779,City General Hospital,Oncology,MedLine Supplies Co.,PPE,N95 Mask,2025-01-13,2027-01-07,724,585,False,88,22,276.01,0.0,2025-01
REC02780,Metro Health Hub,ICU,NovaMed Solutions,PPE,Surgical Mask Box,2025-01-03,2026-05-26,508,359,False,339,45,15.85,0.0,2025-01
REC02781,North Medical Center,Pharmacy Store,NovaMed Solutions,Diagnostic Kit,COVID Rapid Test,2024-10-23,2025-09-11,323,102,False,253,55,268.37,0.0,2024-10
REC02782,Valley Care Hospital,Pharmacy Store,MedLine Supplies Co.,PPE,Face Shield,2024-08-03,2026-06-10,676,374,False,190,5,139.01,0.0,2024-08
REC02783,Metro Health Hub,General Ward,CarePlus Distributors,Diagnostic Kit,Urine Dipstick,2024-10-02,2025-04-01,181,-61,True,395,73,131.23,9579.79,2024-10
REC02784,Valley Care Hospital,Pharmacy Store,CarePlus Distributors,PPE,N95 Mask,2024-07-19,2026-02-04,565,248,False,488,73,224.18,0.0,2024-07
REC02785,Metro Health Hub,Cardiology,MedLine Supplies Co.,Pharmaceutical,Omeprazole 20mg,2024-12-23,2026-07-10,564,404,False,118,24,60.44,0.0,2024-12
REC02786,Valley Care Hospital,Emergency,GlobalMed Imports,Pharmaceutical,Omeprazole 20mg,2024-11-05,2025-09-21,320,112,False,443,48,140.53,0.0,2024-11
REC02787,Sunrise Clinic,ICU,PharmaDirect Ltd.,IV Fluid,Mannitol 20%,2024-09-17,2025-09-21,369,112,False,130,31,336.34,0.0,2024-09
REC02788,North Medical Center,Oncology,PharmaDirect Ltd.,Pharmaceutical,Amlodipine 5mg,2024-09-10,2025-07-22,315,51,False,125,17,82.74,0.0,2024-09
REC02789,City General Hospital,Cardiology,PharmaDirect Ltd.,Diagnostic Kit,Pregnancy Test Kit,2025-05-05,2026-01-14,254,227,False,208,38,177.24,0.0,2025-05
REC02790,City General Hospital,Emergency,MedLine Supplies Co.,Pharmaceutical,Amlodipine 5mg,2025-04-24,2026-10-03,527,489,False,424,58,150.38,0.0,2025-04
REC02791,North Medical Center,Emergency,PharmaDirect Ltd.,PPE,Face Shield,2024-11-13,2026-09-28,684,484,False,167,18,299.59,0.0,2024-11
REC02792,Sunrise Clinic,Pharmacy Store,MedLine Supplies Co.,Pharmaceutical,Amoxicillin 500mg,2024-07-17,2025-04-10,267,-52,True,421,18,357.29,6431.22,2024-07
REC02793,Metro Health Hub,General Ward,CarePlus Distributors,Diagnostic Kit,COVID Rapid Test,2024-08-20,2025-03-11,203,-82,True,459,30,307.21,9216.3,2024-08
REC02794,City General Hospital,Emergency,CarePlus Distributors,PPE,Surgical Mask Box,2024-06-04,2025-08-01,423,61,False,268,67,68.4,0.0,2024-06
REC02795,Sunrise Clinic,Emergency,CarePlus Distributors,PPE,N95 Mask,2024-09-07,2026-08-21,713,446,False,340,49,69.9,0.0,2024-09
REC02796,Sunrise Clinic,General Ward,PharmaDirect Ltd.,Diagnostic Kit,Pregnancy Test Kit,2024-08-30,2025-05-17,260,-15,True,292,62,437.65,27134.3,2024-08
REC02797,North Medical Center,Oncology,GlobalMed Imports,IV Fluid,Dextrose 5% 1L,2024-05-28,2025-08-23,452,83,False,150,31,371.22,0.0,2024-05
REC02798,North Medical Center,Orthopedics,MedLine Supplies Co.,Diagnostic Kit,Blood Glucose Strip,2025-03-18,2025-11-30,257,182,False,288,67,306.6,0.0,2025-03
REC02799,Metro Health Hub,Emergency,MedLine Supplies Co.,Diagnostic Kit,COVID Rapid Test,2025-01-15,2025-10-19,277,140,False,426,47,231.08,0.0,2025-01
REC02800,Valley Care Hospital,Cardiology,GlobalMed Imports,Diagnostic Kit,Pregnancy Test Kit,2024-10-31,2025-08-11,284,71,False,72,17,60.01,0.0,2024-10
REC02801,North Medical Center,Pharmacy Store,CarePlus Distributors,Diagnostic Kit,Pregnancy Test Kit,2025-04-12,2026-03-09,331,281,False,86,21,379.3,0.0,2025-04
REC02802,City General Hospital,Cardiology,GlobalMed Imports,PPE,Face Shield,2024-07-17,2026-02-04,567,248,False,115,6,296.36,0.0,2024-07
REC02803,Sunrise Clinic,Emergency,NovaMed Solutions,Pharmaceutical,Amlodipine 5mg,2025-01-08,2026-02-17,405,261,False,91,8,415.08,0.0,2025-01
REC02804,Valley Care Hospital,General Ward,CarePlus Distributors,PPE,Disposable Gown,2024-12-17,2026-05-04,503,337,False,154,13,33.43,0.0,2024-12
REC02805,Metro Health Hub,General Ward,NovaMed Solutions,Pharmaceutical,Amoxicillin 500mg,2024-06-07,2025-12-10,551,192,False,452,115,76.17,0.0,2024-06
REC02806,Valley Care Hospital,Cardiology,GlobalMed Imports,IV Fluid,Normal Saline 500ml,2025-04-05,2026-08-22,504,447,False,165,18,137.43,0.0,2025-04
REC02807,Metro Health Hub,Orthopedics,CarePlus Distributors,PPE,Face Shield,2024-08-13,2026-05-08,633,341,False,309,11,377.45,0.0,2024-08
REC02808,North Medical Center,Orthopedics,PharmaDirect Ltd.,Pharmaceutical,Insulin Glargine,2025-03-17,2026-01-09,298,222,False,180,13,206.71,0.0,2025-03
REC02809,Valley Care Hospital,Oncology,GlobalMed Imports,IV Fluid,Ringer Lactate 1L,2024-07-28,2025-03-25,240,-68,True,135,28,105.03,2940.84,2024-07
REC02810,Valley Care Hospital,Emergency,CarePlus Distributors,PPE,N95 Mask,2024-10-10,2026-09-26,716,482,False,110,19,330.0,0.0,2024-10
REC02811,Metro Health Hub,Cardiology,GlobalMed Imports,PPE,Disposable Gown,2024-12-15,2025-12-18,368,200,False,285,2,101.48,0.0,2024-12
REC02812,North Medical Center,General Ward,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2025-05-21,2026-02-07,262,251,False,486,39,56.27,0.0,2025-05
REC02813,Metro Health Hub,Emergency,CarePlus Distributors,Surgical Supply,Surgical Gloves L,2024-07-29,2026-12-26,880,573,False,296,71,356.09,0.0,2024-07
REC02814,Metro Health Hub,Orthopedics,PharmaDirect Ltd.,Diagnostic Kit,Blood Glucose Strip,2024-07-20,2024-10-23,95,-221,True,379,80,449.24,35939.2,2024-07
REC02815,Sunrise Clinic,Pharmacy Store,GlobalMed Imports,Pharmaceutical,Omeprazole 20mg,2024-10-29,2026-06-07,586,371,False,168,6,83.81,0.0,2024-10
REC02816,Metro Health Hub,Oncology,MedLine Supplies Co.,Surgical Supply,Sterile Drape,2024-08-29,2027-04-13,957,681,False,386,39,441.7,0.0,2024-08
REC02817,City General Hospital,Oncology,NovaMed Solutions,Surgical Supply,Sterile Drape,2025-02-19,2026-03-20,394,292,False,335,87,42.04,0.0,2025-02
REC02818,Sunrise Clinic,Pharmacy Store,NovaMed Solutions,Surgical Supply,Scalpel Blade 22,2025-01-13,2026-04-20,462,323,False,422,43,261.77,0.0,2025-01
REC02819,North Medical Center,General Ward,CarePlus Distributors,Diagnostic Kit,Urine Dipstick,2025-02-26,2025-09-30,216,121,False,436,50,414.82,0.0,2025-02
REC02820,Metro Health Hub,Oncology,NovaMed Solutions,Surgical Supply,Scalpel Blade 22,2024-12-01,2026-05-31,546,364,False,268,66,222.84,0.0,2024-12
REC02821,City General Hospital,Orthopedics,GlobalMed Imports,Surgical Supply,Sterile Drape,2024-08-09,2025-10-21,438,142,False,298,32,449.29,0.0,2024-08
REC02822,City General Hospital,Pharmacy Store,CarePlus Distributors,Surgical Supply,Wound Dressing Pack,2025-05-10,2026-11-09,548,526,False,148,12,274.49,0.0,2025-05
REC02823,Sunrise Clinic,Orthopedics,MedLine Supplies Co.,IV Fluid,Normal Saline 500ml,2024-11-17,2025-06-23,218,22,False,164,88,50.05,4404.4,2024-11
REC02824,Valley Care Hospital,Orthopedics,MedLine Supplies Co.,Diagnostic Kit,Urine Dipstick,2025-02-18,2025-09-24,218,115,False,130,4,119.54,0.0,2025-02
REC02825,City General Hospital,Oncology,NovaMed Solutions,Pharmaceutical,Amoxicillin 500mg,2024-05-16,2026-05-03,717,336,False,472,117,317.56,0.0,2024-05
REC02826,Valley Care Hospital,Cardiology,CarePlus Distributors,PPE,N95 Mask,2024-11-28,2025-12-11,378,193,False,245,58,276.86,0.0,2024-11
REC02827,Metro Health Hub,Emergency,CarePlus Distributors,Surgical Supply,Scalpel Blade 22,2024-10-03,2025-11-09,402,161,False,460,46,343.35,0.0,2024-10
REC02828,North Medical Center,Oncology,GlobalMed Imports,Diagnostic Kit,Blood Glucose Strip,2024-06-11,2025-03-14,276,-79,True,340,77,198.88,15313.76,2024-06
REC02829,City General Hospital,ICU,GlobalMed Imports,PPE,Disposable Gown,2025-03-30,2026-07-08,465,402,False,130,31,211.44,0.0,2025-03
REC02830,Sunrise Clinic,Cardiology,NovaMed Solutions,Diagnostic Kit,COVID Rapid Test,2024-09-26,2025-03-28,183,-65,True,468,80,192.24,15379.2,2024-09
REC02831,Sunrise Clinic,Orthopedics,CarePlus Distributors,PPE,Disposable Gown,2024-05-01,2026-04-10,709,313,False,359,60,92.21,0.0,2024-05
REC02832,North Medical Center,Cardiology,CarePlus Distributors,IV Fluid,Ringer Lactate 1L,2025-02-03,2025-12-19,319,201,False,76,5,173.75,0.0,2025-02
REC02833,Valley Care Hospital,Oncology,NovaMed Solutions,IV Fluid,Mannitol 20%,2024-11-24,2026-02-12,445,256,False,385,94,175.79,0.0,2024-11
REC02834,Sunrise Clinic,Pharmacy Store,MedLine Supplies Co.,Diagnostic Kit,Pregnancy Test Kit,2024-05-06,2025-02-01,271,-120,True,190,61,408.44,24914.84,2024-05
REC02835,Sunrise Clinic,Pharmacy Store,NovaMed Solutions,Surgical Supply,Sterile Drape,2025-05-10,2027-01-12,612,590,False,357,82,4.99,0.0,2025-05
REC02836,Sunrise Clinic,Oncology,NovaMed Solutions,PPE,Disposable Gown,2024-12-12,2025-12-25,378,207,False,171,28,362.62,0.0,2024-12
REC02837,Metro Health Hub,Orthopedics,PharmaDirect Ltd.,Pharmaceutical,Omeprazole 20mg,2024-08-27,2025-03-02,187,-91,True,151,73,168.91,12330.43,2024-08
REC02838,City General Hospital,Cardiology,PharmaDirect Ltd.,Surgical Supply,Wound Dressing Pack,2025-03-22,2027-05-12,781,710,False,71,8,365.61,0.0,2025-03
REC02839,Sunrise Clinic,General Ward,MedLine Supplies Co.,IV Fluid,Dextrose 5% 1L,2025-04-24,2025-10-21,180,142,False,161,11,365.33,0.0,2025-04
REC02840,Valley Care Hospital,Cardiology,PharmaDirect Ltd.,Diagnostic Kit,COVID Rapid Test,2025-04-29,2026-01-28,274,241,False,495,136,204.75,0.0,2025-04
REC02841,City General Hospital,Emergency,PharmaDirect Ltd.,Surgical Supply,Sterile Drape,2024-11-01,2026-08-15,652,440,False,453,100,389.04,0.0,2024-11
REC02842,Valley Care Hospital,Oncology,MedLine Supplies Co.,Surgical Supply,Scalpel Blade 22,2025-02-11,2026-11-08,635,525,False,125,3,319.65,0.0,2025-02
REC02843,Valley Care Hospital,Oncology,MedLine Supplies Co.,Pharmaceutical,Amoxicillin 500mg,2025-05-12,2026-05-10,363,343,False,297,68,51.8,0.0,2025-05
REC02844,North Medical Center,Emergency,MedLine Supplies Co.,IV Fluid,Ringer Lactate 1L,2024-08-30,2025-10-27,423,148,False,374,60,92.98,0.0,2024-08
REC02845,Metro Health Hub,Orthopedics,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2025-01-08,2026-02-20,408,264,False,240,34,318.35,0.0,2025-01
REC02846,Metro Health Hub,General Ward,NovaMed Solutions,Surgical Supply,Sterile Drape,2025-05-11,2028-03-25,1049,1028,False,145,29,15.47,0.0,2025-05
REC02847,City General Hospital,Emergency,NovaMed Solutions,IV Fluid,Ringer Lactate 1L,2024-10-13,2025-05-24,223,-8,True,483,74,306.89,22709.86,2024-10
REC02848,Sunrise Clinic,Oncology,NovaMed Solutions,Surgical Supply,Suture Kit 3-0,2024-05-19,2025-08-24,462,84,False,115,12,222.66,0.0,2024-05
REC02849,Sunrise Clinic,Pharmacy Store,NovaMed Solutions,PPE,Face Shield,2024-06-12,2026-02-22,620,266,False,260,64,202.04,0.0,2024-06
REC02850,Sunrise Clinic,ICU,CarePlus Distributors,Pharmaceutical,Omeprazole 20mg,2024-07-30,2025-04-03,247,-59,True,110,8,368.85,2950.8,2024-07
REC02851,North Medical Center,General Ward,MedLine Supplies Co.,Pharmaceutical,Omeprazole 20mg,2024-08-25,2025-09-18,389,109,False,424,68,231.75,0.0,2024-08
REC02852,City General Hospital,General Ward,GlobalMed Imports,Surgical Supply,Sterile Drape,2024-08-31,2026-12-17,838,564,False,387,36,311.32,0.0,2024-08
REC02853,Valley Care Hospital,General Ward,NovaMed Solutions,Diagnostic Kit,Blood Glucose Strip,2024-09-19,2025-01-16,119,-136,True,146,20,390.42,7808.4,2024-09
REC02854,Sunrise Clinic,Oncology,MedLine Supplies Co.,Surgical Supply,Scalpel Blade 22,2025-01-11,2026-04-05,449,308,False,216,64,373.31,0.0,2025-01
REC02855,Sunrise Clinic,Cardiology,MedLine Supplies Co.,PPE,Face Shield,2024-05-07,2026-03-23,685,295,False,67,14,282.78,0.0,2024-05
REC02856,Valley Care Hospital,Orthopedics,NovaMed Solutions,Diagnostic Kit,Blood Glucose Strip,2024-10-18,2025-07-20,275,49,False,476,9,404.77,0.0,2024-10
REC02857,City General Hospital,Emergency,MedLine Supplies Co.,IV Fluid,Mannitol 20%,2025-02-11,2025-12-13,305,195,False,485,102,160.3,0.0,2025-02
REC02858,North Medical Center,General Ward,NovaMed Solutions,IV Fluid,Normal Saline 500ml,2024-11-23,2026-05-06,529,339,False,156,10,14.03,0.0,2024-11
REC02859,Valley Care Hospital,Emergency,MedLine Supplies Co.,Diagnostic Kit,Blood Glucose Strip,2025-04-05,2025-07-15,101,44,False,152,5,299.77,0.0,2025-04
REC02860,City General Hospital,Oncology,GlobalMed Imports,IV Fluid,Dextrose 5% 1L,2025-04-24,2026-10-10,534,496,False,340,30,409.75,0.0,2025-04
REC02861,North Medical Center,Orthopedics,NovaMed Solutions,PPE,Face Shield,2024-05-25,2026-01-07,592,220,False,437,124,271.0,0.0,2024-05
REC02862,City General Hospital,Orthopedics,PharmaDirect Ltd.,Surgical Supply,Sterile Drape,2024-05-21,2027-03-05,1018,642,False,474,26,170.2,0.0,2024-05
REC02863,City General Hospital,Orthopedics,GlobalMed Imports,IV Fluid,Dextrose 5% 1L,2024-06-09,2025-07-17,403,46,False,486,33,265.13,0.0,2024-06
REC02864,Sunrise Clinic,Orthopedics,MedLine Supplies Co.,Surgical Supply,Sterile Drape,2024-11-17,2027-10-20,1067,871,False,388,92,37.97,0.0,2024-11
REC02865,Valley Care Hospital,Cardiology,CarePlus Distributors,Surgical Supply,Surgical Gloves L,2024-09-02,2027-04-13,953,681,False,482,77,119.66,0.0,2024-09
REC02866,Sunrise Clinic,Pharmacy Store,MedLine Supplies Co.,Pharmaceutical,Insulin Glargine,2024-11-30,2025-06-13,195,12,False,194,84,333.4,28005.6,2024-11
REC02867,Metro Health Hub,Orthopedics,GlobalMed Imports,PPE,Surgical Mask Box,2024-06-21,2025-07-12,386,41,False,171,21,14.48,0.0,2024-06
REC02868,North Medical Center,Pharmacy Store,PharmaDirect Ltd.,Diagnostic Kit,Urine Dipstick,2024-07-19,2025-04-05,260,-57,True,89,12,229.74,2756.88,2024-07
REC02869,North Medical Center,Oncology,GlobalMed Imports,IV Fluid,Mannitol 20%,2024-12-05,2026-04-20,501,323,False,302,34,169.02,0.0,2024-12
REC02870,Metro Health Hub,Orthopedics,MedLine Supplies Co.,Pharmaceutical,Metformin 850mg,2025-01-31,2027-01-07,706,585,False,465,63,218.43,0.0,2025-01
REC02871,Metro Health Hub,Cardiology,GlobalMed Imports,Pharmaceutical,Omeprazole 20mg,2025-04-21,2026-08-05,471,430,False,330,39,257.21,0.0,2025-04
REC02872,Sunrise Clinic,Oncology,NovaMed Solutions,Pharmaceutical,Omeprazole 20mg,2024-10-16,2025-08-27,315,87,False,482,125,55.04,0.0,2024-10
REC02873,Metro Health Hub,Oncology,MedLine Supplies Co.,Surgical Supply,Sterile Drape,2025-05-07,2027-08-11,826,801,False,369,93,356.58,0.0,2025-05
REC02874,Sunrise Clinic,ICU,PharmaDirect Ltd.,Surgical Supply,Suture Kit 3-0,2024-09-13,2027-08-09,1060,799,False,151,4,424.01,0.0,2024-09
REC02875,Sunrise Clinic,Oncology,GlobalMed Imports,Diagnostic Kit,COVID Rapid Test,2024-09-10,2025-05-31,263,-1,True,222,76,110.2,8375.2,2024-09
REC02876,Metro Health Hub,Pharmacy Store,CarePlus Distributors,PPE,Face Shield,2024-11-17,2026-08-29,650,454,False,389,27,93.58,0.0,2024-11
REC02877,City General Hospital,Oncology,PharmaDirect Ltd.,IV Fluid,Normal Saline 500ml,2024-08-09,2025-11-29,477,181,False,65,16,189.28,0.0,2024-08
REC02878,Valley Care Hospital,Cardiology,NovaMed Solutions,Pharmaceutical,Omeprazole 20mg,2025-04-07,2026-10-18,559,504,False,442,40,44.34,0.0,2025-04
REC02879,Valley Care Hospital,Orthopedics,NovaMed Solutions,Surgical Supply,Suture Kit 3-0,2024-11-03,2025-12-20,412,202,False,398,53,18.63,0.0,2024-11
REC02880,City General Hospital,ICU,GlobalMed Imports,PPE,Face Shield,2024-06-26,2026-01-02,555,215,False,454,50,269.75,0.0,2024-06
REC02881,North Medical Center,Pharmacy Store,PharmaDirect Ltd.,Surgical Supply,Suture Kit 3-0,2025-04-30,2027-06-19,780,748,False,362,90,87.46,0.0,2025-04
REC02882,Valley Care Hospital,Orthopedics,CarePlus Distributors,PPE,Disposable Gown,2025-01-18,2026-01-19,366,232,False,390,85,400.54,0.0,2025-01
REC02883,Metro Health Hub,Orthopedics,MedLine Supplies Co.,PPE,Surgical Mask Box,2024-06-21,2025-10-07,473,128,False,320,38,129.29,0.0,2024-06
REC02884,City General Hospital,Emergency,GlobalMed Imports,IV Fluid,Mannitol 20%,2024-10-13,2025-06-19,249,18,False,328,69,136.29,9404.01,2024-10
REC02885,Sunrise Clinic,Cardiology,NovaMed Solutions,Surgical Supply,Scalpel Blade 22,2024-10-12,2027-02-16,857,625,False,207,17,382.08,0.0,2024-10
REC02886,Sunrise Clinic,Orthopedics,MedLine Supplies Co.,Surgical Supply,Suture Kit 3-0,2024-04-28,2027-01-01,978,579,False,276,76,353.74,0.0,2024-04
REC02887,Sunrise Clinic,Oncology,CarePlus Distributors,PPE,Disposable Gown,2024-10-07,2026-04-23,563,326,False,319,57,299.53,0.0,2024-10
REC02888,North Medical Center,Emergency,NovaMed Solutions,PPE,Surgical Mask Box,2024-08-04,2026-01-20,534,233,False,463,111,183.01,0.0,2024-08
REC02889,Valley Care Hospital,Cardiology,CarePlus Distributors,Diagnostic Kit,COVID Rapid Test,2025-03-05,2025-06-08,95,7,False,462,202,122.55,24755.1,2025-03
REC02890,North Medical Center,Oncology,CarePlus Distributors,IV Fluid,Normal Saline 500ml,2025-03-21,2026-07-09,475,403,False,174,42,348.02,0.0,2025-03
REC02891,Sunrise Clinic,ICU,CarePlus Distributors,PPE,Disposable Gown,2025-03-13,2026-06-27,471,391,False,167,31,318.88,0.0,2025-03
REC02892,Sunrise Clinic,General Ward,GlobalMed Imports,Pharmaceutical,Metformin 850mg,2024-09-01,2026-04-27,603,330,False,303,64,111.96,0.0,2024-09
REC02893,Metro Health Hub,Orthopedics,CarePlus Distributors,Diagnostic Kit,Pregnancy Test Kit,2024-06-05,2025-04-21,320,-41,True,383,52,371.99,19343.48,2024-06
REC02894,Metro Health Hub,Oncology,GlobalMed Imports,PPE,N95 Mask,2025-04-25,2026-11-13,567,530,False,376,95,216.84,0.0,2025-04
REC02895,Metro Health Hub,Oncology,PharmaDirect Ltd.,PPE,Face Shield,2025-02-02,2026-02-20,383,264,False,238,52,50.55,0.0,2025-02
REC02896,Sunrise Clinic,Cardiology,MedLine Supplies Co.,Diagnostic Kit,Urine Dipstick,2025-02-21,2025-10-18,239,139,False,400,65,195.5,0.0,2025-02
REC02897,Sunrise Clinic,Pharmacy Store,MedLine Supplies Co.,Diagnostic Kit,Blood Glucose Strip,2025-04-27,2025-09-06,132,97,False,97,18,437.03,0.0,2025-04
REC02898,Sunrise Clinic,Emergency,PharmaDirect Ltd.,Diagnostic Kit,Pregnancy Test Kit,2024-11-12,2025-06-04,204,3,False,213,16,245.68,3930.88,2024-11
REC02899,City General Hospital,General Ward,GlobalMed Imports,Surgical Supply,Wound Dressing Pack,2024-09-08,2026-11-15,798,532,False,487,125,303.05,0.0,2024-09
REC02900,Metro Health Hub,ICU,MedLine Supplies Co.,Surgical Supply,Suture Kit 3-0,2025-02-07,2026-02-08,366,252,False,365,9,332.16,0.0,2025-02
REC02901,Metro Health Hub,Oncology,NovaMed Solutions,Diagnostic Kit,Blood Glucose Strip,2025-03-19,2025-10-31,226,152,False,479,75,262.22,0.0,2025-03
REC02902,City General Hospital,General Ward,GlobalMed Imports,PPE,N95 Mask,2024-12-03,2026-03-05,457,277,False,229,54,45.32,0.0,2024-12
REC02903,Sunrise Clinic,ICU,PharmaDirect Ltd.,Surgical Supply,Sterile Drape,2024-09-07,2025-10-22,410,143,False,297,61,329.88,0.0,2024-09
REC02904,Sunrise Clinic,Oncology,PharmaDirect Ltd.,Pharmaceutical,Omeprazole 20mg,2025-04-13,2025-10-21,191,142,False,255,70,265.48,0.0,2025-04
REC02905,Metro Health Hub,Oncology,PharmaDirect Ltd.,IV Fluid,Normal Saline 500ml,2024-12-29,2025-07-19,202,48,False,175,5,275.29,0.0,2024-12
REC02906,City General Hospital,Cardiology,GlobalMed Imports,Pharmaceutical,Metformin 850mg,2024-10-23,2026-06-30,615,394,False,139,14,92.56,0.0,2024-10
REC02907,North Medical Center,ICU,PharmaDirect Ltd.,Diagnostic Kit,COVID Rapid Test,2024-10-20,2025-09-07,322,98,False,223,19,190.89,0.0,2024-10
REC02908,Sunrise Clinic,Pharmacy Store,CarePlus Distributors,IV Fluid,Mannitol 20%,2024-05-05,2025-04-10,340,-52,True,53,5,400.44,2002.2,2024-05
REC02909,North Medical Center,ICU,NovaMed Solutions,PPE,Disposable Gown,2025-05-01,2026-12-23,601,570,False,88,24,34.27,0.0,2025-05
